cap-texture,spore-pattern,stem-flexibility,ring-thickness,cap-shape,cap-surface:%3F,cap-color,gill-attachment,stalk-shape,veil-type,veil-color,ring-number,population,habitat,class
b'j',b'c',b'i',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'n',b'g',b'a',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b's',b'a',b'f',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'a',b'e',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'f',b'h',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'd',b'k',b'i',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'p',b'k',b'i',b'c',b'k',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'd',b'j',b'e',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'f',b'b',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'f',b'j',b'd',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'i',b'f',b'g',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'q',b'g',b'h',b'c',b'b',b'f',b'g',b'f',b'e',b'p',b'w',b't',b's',b'g',b'e'
b'o',b'k',b'j',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'r',b'k',b'a',b'c',b'k',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'b',b'i',b'a',b'b',b's',b'n',b'a',b'e',b'p',b'n',b'o',b'v',b'l',b'e'
b'q',b'k',b'd',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'q',b'd',b'i',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b's',b'n',b'e',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'h',b'k',b'b',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'r',b'h',b'h',b'a',b'k',b'y',b'c',b'a',b'e',b'p',b'w',b'n',b'c',b'd',b'p'
b'c',b'n',b'h',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'r',b'm',b'h',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'q',b'd',b'f',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'm',b'a',b'j',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'l',b'h',b'e',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'f',b'k',b'b',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'd',b'f',b'e',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'n',b'm',b'd',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'p',b'a',b'g',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'q',b'j',b'c',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'm',b'h',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'j',b'j',b'f',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'e',b'd',b'b',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'o',b'i',b'd',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'o',b'j',b'i',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'p',b'l',b'f',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'k',b'j',b'f',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'd',b'o',b'h',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'j',b'c',b'b',b'a',b'k',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'k',b'k',b'd',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'm',b'g',b'b',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'f',b'a',b'g',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'm',b'c',b'c',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'b',b'b',b'h',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'h',b'n',b'g',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'f',b'c',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'q',b'c',b'e',b'b',b'k',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'a',b'j',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'm',b'k',b'd',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'a',b'c',b'f',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'b',b'd',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'h',b'i',b'j',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'a',b'j',b'j',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'a',b'g',b'h',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'j',b'a',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'n',b'a',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'm',b'c',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'i',b'b',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'a',b'k',b'f',b'c',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'l',b'h',b'i',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'j',b'b',b'i',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'c',b'b',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'l',b'o',b'c',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'j',b'g',b'g',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'b',b'f',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'r',b'j',b'g',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'i',b'o',b'e',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'f',b'a',b'c',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'l',b'a',b'g',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'h',b'd',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'd',b'f',b'd',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'i',b'h',b'i',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b's',b'c',b'i',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'p',b'o',b'b',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'c',b'a',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'i',b'h',b'b',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b's',b'd',b'h',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'i',b'g',b'g',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'f',b'l',b'e',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b's',b'd',b'd',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'q',b'a',b'b',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'a',b'c',b'd',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'h',b'a',b'b',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'p',b'l',b'c',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'g',b'c',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'h',b'c',b'd',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'a',b'h',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'j',b'b',b'f',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'e',b'b',b'i',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'o',b'l',b'h',b'c',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b's',b'j',b'c',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'c',b'g',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'd',b'm',b'j',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'g',b'g',b'a',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'a',b'h',b'a',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'i',b'n',b'd',b'a',b'x',b'f',b'g',b'f',b'e',b'p',b'w',b't',b's',b'g',b'e'
b'e',b'k',b'a',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'd',b'n',b'e',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'r',b'a',b'i',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'q',b'i',b'f',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'o',b'k',b'i',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'n',b'o',b'h',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'n',b'b',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'd',b'b',b'a',b'b',b'f',b'g',b'f',b'e',b'p',b'w',b't',b's',b'g',b'e'
b'j',b'k',b'd',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'h',b'i',b'j',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'i',b'm',b'f',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'b',b'b',b'j',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'e',b'e',b'j',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'c',b'a',b'd',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'e',b'm',b'j',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'f',b'd',b'g',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'b',b'f',b'g',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'r',b'k',b'c',b'b',b'k',b'f',b'g',b'f',b'e',b'p',b'w',b't',b's',b'g',b'e'
b'h',b'l',b'h',b'b',b'b',b's',b'n',b'a',b'e',b'p',b'n',b'o',b'c',b'l',b'e'
b'e',b'f',b'a',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'a',b'c',b'a',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'b',b'e',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'j',b'm',b'a',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'k',b'i',b'c',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'f',b'f',b'b',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'c',b'n',b'i',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'j',b'e',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'b',b'f',b'f',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'd',b'l',b'd',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'l',b'd',b'b',b'c',b'x',b'f',b'w',b'f',b'e',b'p',b'w',b't',b'n',b'g',b'e'
b'm',b'e',b'j',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b's',b'h',b'i',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'k',b'a',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'o',b'j',b'g',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'o',b'e',b'b',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'e',b'h',b'g',b'c',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'i',b'e',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'g',b'b',b'i',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'm',b'c',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b's',b'a',b'j',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'h',b'a',b'd',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b's',b'l',b'e',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'r',b'd',b'g',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'r',b'a',b'c',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b's',b'o',b'a',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'k',b'b',b'b',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'b',b'm',b'g',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'e',b'm',b'j',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'a',b'm',b'g',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'n',b'b',b'd',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'l',b'k',b'a',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'r',b'o',b'b',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'm',b'i',b'b',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'a',b'a',b'f',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'j',b'e',b'a',b'k',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'o',b'a',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'f',b'd',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'o',b'i',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'd',b'e',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'j',b'c',b'd',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'd',b'l',b'e',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'q',b'c',b'd',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'c',b'a',b'f',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'd',b'c',b'j',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'g',b'c',b'h',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'i',b'j',b'c',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'b',b'm',b'd',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'j',b'n',b'c',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'e',b'i',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'g',b'c',b'f',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'n',b'm',b'd',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'd',b'n',b'c',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'b',b'n',b'h',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'j',b'i',b'a',b'b',b'k',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'h',b'j',b'b',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'o',b'j',b'a',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'i',b'c',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'k',b'd',b'd',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'e',b'f',b'b',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'q',b'd',b'a',b'a',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'g',b'c',b'a',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'm',b'o',b'h',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'b',b'c',b'a',b'x',b's',b'g',b'f',b'e',b'p',b'w',b't',b'n',b'g',b'e'
b'g',b'd',b'a',b'b',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'c',b'b',b'a',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'd',b'h',b'd',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'j',b'b',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'g',b'g',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'i',b'i',b'd',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'b',b'm',b'b',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'n',b'e',b'f',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b's',b'j',b'e',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'c',b'd',b'd',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'o',b'h',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'n',b'a',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'j',b'd',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'o',b'e',b'f',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'c',b'c',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'i',b'd',b'c',b'k',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'k',b'f',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'm',b'i',b'c',b'k',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'p',b'm',b'c',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'd',b'd',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'm',b'l',b'c',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'o',b'h',b'b',b'a',b'b',b's',b'n',b'a',b'e',b'p',b'o',b'o',b'c',b'l',b'e'
b'i',b'o',b'a',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'e',b'h',b'j',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'd',b'f',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'd',b'h',b'g',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'q',b'c',b'i',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'r',b'a',b'e',b'a',b'k',b'y',b'n',b'f',b'e',b'p',b'w',b'n',b'c',b'd',b'p'
b'l',b'c',b'a',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'q',b'n',b'b',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b's',b'k',b'b',b'a',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'h',b'h',b'e',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'n',b'o',b'g',b'a',b'k',b's',b'w',b'f',b'e',b'p',b'w',b't',b's',b'g',b'e'
b's',b'b',b'e',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'm',b'a',b'f',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'h',b'g',b'e',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'e',b'i',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'm',b'b',b'b',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'c',b'b',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'a',b'j',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'j',b'e',b'i',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'l',b'd',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'o',b'a',b'd',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'h',b'f',b'g',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b's',b'a',b'g',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'f',b'd',b'e',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'a',b'l',b'd',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'g',b'd',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'd',b'j',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'q',b'i',b'b',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b's',b'b',b'g',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'm',b'l',b'h',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'm',b'd',b'c',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'q',b'j',b'c',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'm',b'i',b'f',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
